CUSTOMER NAME,COUNTRY OF RISK,GICS_NAME_P
"TOV ""Nova Sprava""",UA,CONSUMER STAPLES
EURO-CASA PROD S R L,RO,CONSUMER STAPLES
Fekete Ferencné,HU,NOT RELEVANT
KELET-MAGYARORSZÁGI KOMMUNIKÁCIÓS É,HU,MATERIALS
ROUNDLINER GMBH,DE,MATERIALS
Invia Group SE,CZ,CONSUMER DISCRETIONARY
L.MARTY OOO,RU,INFORMATION TECHNOLOGY
Nádor Autó Gépjármûkereskedelmi Zrt,HU,CONSUMER DISCRETIONARY
AUTOMOBILE PLANT GAZ LLC,RU,CONSUMER DISCRETIONARY
"""HUMAN SYSTEM"" SZOLGÁLTATÓ KFT.",HU,NOT RELEVANT
SAPRIL LOGISTICS S R O,CZ,INDUSTRIALS
MARKO-PAN DOO PANcEVO,RS,CONSUMER DISCRETIONARY
"TOV ""Trio""",UA,CONSUMER STAPLES
AMG Immobilien GmbH,AT,REAL ESTATE
NG Chemicals CJSC,RU,ENERGY
ÚJDONSÁGOK Tanácsadó és Szolgáltató,HU,CONSUMER STAPLES
VITKOVICE CYLINDERS A S,CZ,INDUSTRIALS
DCP-HEMIGAL DOO LESKOVAC,RS,CONSUMER STAPLES
AT STORE DOO SARAJEVO,BA,INFORMATION TECHNOLOGY
OMV BULGARIA OOD,BG,CONSUMER DISCRETIONARY
SPIACT ARAD SA,RO,INDUSTRIALS
"ANAJ Czech, s.r.o.",CZ,INDUSTRIALS
ZG LIGHTING D.O.O.,HR,INDUSTRIALS
SUBGROUP Aleks,UA,CONSUMER STAPLES
GROUP OSTROV,RU,CONSUMER STAPLES
MRKONJICPUTEVI DOO  MRKONJIC GRAD,BA,INDUSTRIALS
HAVI Logistics Kereskedelmi Anyagga,HU,INDUSTRIALS
Bulgari Russia LLC,RU,CONSUMER DISCRETIONARY
PK GROUP 2016 S R O,CZ,MATERIALS
OOO KIRANKAN,RU,MATERIALS
TOV BIOENERDZHI-VINNITSYA,UA,CONSUMER STAPLES
S.S.A.B. PROJECT SRL,RO,CONSUMER DISCRETIONARY
"MyQ, spol.  s r.o.",CZ,INDUSTRIALS
Group Charles Vögele,CH,CONSUMER DISCRETIONARY
Alanata a. s.,SK,INFORMATION TECHNOLOGY
Bafep21 RBI Immobilien-Leasing GmbH,AT,REAL ESTATE
KL Holding GmbH,AT,REAL ESTATE
APB PLZEN A S,CZ,INDUSTRIALS
"SVJ Zamosti 88, HK",CZ,REAL ESTATE
LANDRANIAN TRADE A S,CZ,REAL ESTATE
FALCK FIRE SERVICES SRL,RO,INDUSTRIALS
BD Na rybnicku,CZ,REAL ESTATE
Zahovay Zoltán,HU,NOT RELEVANT
"BZ, spol. s r.o.",SK,REAL ESTATE
TEP D.O.O.,HR,INDUSTRIALS
TAS EASTERN EUROPE DOO BEOGRAD,RS,INFORMATION TECHNOLOGY
Kapsch TrafficCom AG,AT,INFORMATION TECHNOLOGY
KRONEHIT Radio BetriebsgmbH,AT,COMMUNICATIONS
HELIOWIN SRL,RO,UTILITIES
MONDI STETI A S,CZ,MATERIALS
VIZIJA TIM DOO SABAC,RS,INDUSTRIALS
JSC CENTRGAZSERVIS,RU,INDUSTRIALS
ALPHA INTERTRADE SRL,RO,CONSUMER STAPLES
SUBGCC D111 PROPERTIES CONSOLIDATED,CZ,CONSUMER DISCRETIONARY
"Budapest, III. kerület Hatvany Lajo",HU,REAL ESTATE
tibiQ GO a.s.,CZ,FINANCIALS
Indorama Ventures Schoeller Wool Au,AT,CONSUMER DISCRETIONARY
AGRIKILTI SRL,RO,CONSUMER STAPLES
GROUP HORECO IMPEX,RO,INDUSTRIALS
Mag. pharm Dietmar Daurer Lindenapo,AT,CONSUMER STAPLES
Herbsthofer GmbH,AT,INDUSTRIALS
HIDROTERRA Kft. f.a.,HU,NOT RELEVANT
BÜKI GYOGYFÜRDÖ Zrt.,HU,NOT RELEVANT
TCE REMAT S.A,RO,NOT RELEVANT
FRIGO & CO. D.O.O.,HR,NOT RELEVANT
OOO MATRITSA,RU,INDUSTRIALS
Pengg Kabel GmbH,AT,INDUSTRIALS
Domonkos Társasház,HU,REAL ESTATE
AVL Deutschland GmbH,DE,CONSUMER DISCRETIONARY
ELIM DOO LAKTASI,BA,MATERIALS
GROUP COPELAND,RO,CONSUMER STAPLES
Dunapack Papír és Csomagolóanyag Kf,HU,MATERIALS
POSLOVNA GRUPA MULTIKONT D.O.O.,HR,NOT RELEVANT
"BEST TRAVEL, VL.MELITA SAMANIC",HR,NOT RELEVANT
Hanon Systems Hungary Kft.,HU,CONSUMER DISCRETIONARY
Auto Ideal s. r. o.,SK,CONSUMER DISCRETIONARY
KIP International Projects GmbH,AT,NOT RELEVANT
"ENZA, s.r.o.",SK,INDUSTRIALS
CSP group s.r.o.,SK,CONSUMER STAPLES
NEVAROM SRL,RO,CONSUMER STAPLES
MIG ELEKTRO DOO MRKONJIC GRAD,BA,INDUSTRIALS
SCARPE DIEM SRL,RO,CONSUMER DISCRETIONARY
IBM ROMANIA SRL,RO,INFORMATION TECHNOLOGY
GROUP SOYUZDORSTROI (AVTOBAN),RU,INDUSTRIALS
Diasoft Ecosystem Ltd,RU,INFORMATION TECHNOLOGY
Elevion GmbH,DE,INDUSTRIALS
MeSoFa Verm¿gensverwaltungs AG,AT,FINANCIALS
MONDOLUKA PLUS DOO BEOGRAD,RS,ENERGY
MJC EU s.r.o.,SK,CONSUMER DISCRETIONARY
Niash LLC,AM,INDUSTRIALS
Tarrósi Ádám,HU,NOT RELEVANT
Burgerista Ost GmbH,AT,CONSUMER DISCRETIONARY
Lechner + Partner Ingenieure GmbH,AT,INDUSTRIALS
KOTEKS DOO TESANJ,BA,CONSUMER DISCRETIONARY
ABX SPOL S R O,CZ,INDUSTRIALS
tripex travel s.r.o.,CZ,INDUSTRIALS
RAIL INVESTMENTS LLC,UA,INDUSTRIALS
"ENVIRAL, a.s.",SK,ENERGY
Nita-Farm LLC,RU,HEALTH CARE
SV domu Lechowiczova 2826/13,CZ,REAL ESTATE
SVJ Sedlackova 622,CZ,REAL ESTATE
REGIONDORSTROI AO,RU,INDUSTRIALS
"Ganz Martin, Ing.",SK,HEALTH CARE
EUROINVEST NS,RS,REAL ESTATE
ILIMPROM OOO,RU,MATERIALS
D  JANJIC DOO  PALE,BA,MATERIALS
GROUP ARBET,RU,INDUSTRIALS
ROT FRONT OAO,RU,CONSUMER STAPLES
ZELENYE LINII OOO,RU,CONSUMER STAPLES
STAR FOODS E M SRL,RO,CONSUMER STAPLES
JSC Meliostroy,RU,INDUSTRIALS
Subgroup ASK-PROMYSHLENNOST',RU,MATERIALS
JSC KARABASHCOPPER,RU,MATERIALS
SKI CLUB 2003 BREZNO,SK,COMMUNICATIONS
Isosport Verbundbauteile,AT,MATERIALS
DOO ALMEX PANCEVO,RS,CONSUMER STAPLES
TOI TOI & DIXI SRL,RO,INDUSTRIALS
Dr. Nebel Gesellschaft m.b.H.,AT,REAL ESTATE
Pohoda seniorov s. r. o.,SK,HEALTH CARE
VYBORGSKOE KAR'EROUPRAVLENIE OOO,RU,MATERIALS
LLC Green Tech Energy,RU,INDUSTRIALS
"Fagor Ederlan Slovensko, a.s.",SK,CONSUMER DISCRETIONARY
Group Assemblin Caverion,SE,INDUSTRIALS
"DENTEX, s.r.o.",SK,HEALTH CARE
LLC VIA AGRO,RU,CONSUMER STAPLES
DUNACELL Dunaújvárosi Cellulózgyár,DE,MATERIALS
Sudoplatov Petr,CY,FINANCIALS
ARTLIFE TECHNO LLC,RU,HEALTH CARE
CSI LOGISTIC SRL,RO,INDUSTRIALS
LULI SH.P.K.,XK,CONSUMER DISCRETIONARY
INNOFREIGHT Consulting & Logistics,AT,INDUSTRIALS
MSA IP - MILOJEVIC SEKULIC ADVOKAT,RS,INDUSTRIALS
"eurobus, a.s.",SK,INDUSTRIALS
2beGROUP s.r.o.,SK,CONSUMER DISCRETIONARY
GROUP Step,RU,INDUSTRIALS
Berchtold Installationen GmbH,AT,INDUSTRIALS
"BPS Hubice, s. r. o.",SK,UTILITIES
METROSTAV TBR A.S.,CZ,INDUSTRIALS
Auböck Bau GmbH,AT,INDUSTRIALS
REDHALO MIDCO (UK) LIMITED,SE,INDUSTRIALS
GROUP Tdpartner,UA,INDUSTRIALS
Diverse Forderungen SWISS KRONO,DE,MATERIALS
Wohnbauselbsthilfe Vorarlberger gem,AT,REAL ESTATE
GROUP Agro-San-Nyva,UA,CONSUMER STAPLES
YANDEX MARKET LLC,RU,CONSUMER DISCRETIONARY
SESTRICKA CZ PECOVATELKA Z U,CZ,CONSUMER DISCRETIONARY
LUX ETAGE D.O.O.,HR,REAL ESTATE
DOO PET MB AGRAR SUBOTISTE,RS,CONSUMER STAPLES
Group Kronospan-Betuva Stiftung,PL,MATERIALS
"TOV ""MOST MALYN""",UA,CONSUMER DISCRETIONARY
GENOSTAR Rinderbesamung GmbH,AT,CONSUMER STAPLES
HBS CZ s.r.o.,CZ,INDUSTRIALS
ZSSK OOO,RU,INDUSTRIALS
Group Finoil,IT,ENERGY
N.P.N. HIDROTERM SH.P.K.,XK,INDUSTRIALS
"Integracne zariadenie KOR-GYM, n.o.",SK,REAL ESTATE
Actual Fenster Türen Sonnenschutz G,AT,INDUSTRIALS
SV Staskova 732-734 Mohelnice,CZ,REAL ESTATE
BIC Slovakia s.r.o.,SK,CONSUMER DISCRETIONARY
Mediaprint Zeitungsdruckereigesells,AT,COMMUNICATIONS
RG-TEKHNO OOO,RU,INDUSTRIALS
MONTECRISTO BH DOO,BA,CONSUMER DISCRETIONARY
"Molcan Stanislav, Ing.",SK,COMMUNICATIONS
"TOV ""Isida-Iv""",UA,HEALTH CARE
LINIJA TIP DOO,RS,INDUSTRIALS
DEKINVEST OTEVRENY PODILOVY FOND BE,CZ,MATERIALS
LINDHA A S,CZ,INDUSTRIALS
"Kalinay Stanislav, Ing.",SK,MATERIALS
ASOC. DE VANATORI SI PESCARI SPORTI,RO,INDUSTRIALS
Hedin Automotive Kosice s. r. o.,SK,CONSUMER DISCRETIONARY
Fleischwaren Berger Gesellschaft m.,AT,CONSUMER STAPLES
Indy Dutch Bidco B.V.,NL,INDUSTRIALS
Orthopädie Pilz GmbH,AT,HEALTH CARE
Agamemnon Immobilienleasing GmbH,DE,FINANCIALS
"JOSIP KORENIC, KORENIC PILANA I OBR",HR,MATERIALS
KONCAR - DISTRIBUTIVNI I SPECIJALNI,HR,INDUSTRIALS
group.one Holding DACH GmbH,SE,INDUSTRIALS
FRYC ANTONIN,CZ,NOT RELEVANT
AGROME s.r.o.,CZ,CONSUMER STAPLES
Group Komar Vladimir,CZ,CONSUMER DISCRETIONARY
HAAS BAUELEMENTE GMBH,DE,FINANCIALS
GROUP Univest,UA,MATERIALS
HEAVY ENGINEERING ORMETO-YUMZ OAO,RU,NOT RELEVANT
ELEKTROLUX D.O.O.,HR,NOT RELEVANT
FABRA DOO SARAJEVO,BA,NOT RELEVANT
"AQUAPLASTIK, s.r.o.",SK,NOT RELEVANT
SINA 98 SHPK,AL,NOT RELEVANT
DRESSER RAND AS,CZ,MATERIALS
SALYUT OOO,RU,FINANCIALS
DBH OSTHANDELSGESELLSCHAFT MBH,DE,NOT RELEVANT
UNICREDIT PARTNER D.O.O.,HR,NOT RELEVANT
"DIANA COSO, PATREA",HR,NOT RELEVANT
EGERIA SPOL S R O,CZ,ENERGY
PROMYSHLENNYE KONSTRUKTSII,RU,INDUSTRIALS
STOV Ved ekol.-chyste SH Makharish,UA,NOT RELEVANT
"JUBILEUM S.R.O. ""V LIKVIDACI""",CZ,NOT RELEVANT
SANG ENG VP OOO,RU,CONSUMER DISCRETIONARY
Pannonenergia Erõmûvi Tanácsadó Kft,HU,INDUSTRIALS
WILLING a.s.,SK,INDUSTRIALS
"BD Vetrna, Horni Slavkov",CZ,REAL ESTATE
ACTERRNA DOO BEOGRAD - U STECAJU,RS,HEALTH CARE
"DP ""Palitra""",UA,INDUSTRIALS
PROLOGICS JOINT STOCK COMPANY,RU,INDUSTRIALS
Almási Balogh Pál Kórház Egés,HU,HEALTH CARE
FROLOVSKY ELECTROSTALEPLAVILNY,RU,MATERIALS
Media Markt Budaörs Kft.,HU,CONSUMER DISCRETIONARY
RIBOT  SASU,FR,CONSUMER STAPLES
TEHNOMOBIL NEKRETNINE D.O.O.,HR,FINANCIALS
Pro Caroberto Nonprofit Kiemelkedõe,HU,CONSUMER DISCRETIONARY
AEROEKSPRESS OOO,RU,INDUSTRIALS
Söller Infrastruktur GmbH,AT,FINANCIALS
ZAPLETALOVA RADMILA,CZ,NOT RELEVANT
Tóth Attila,HU,NOT RELEVANT
JSC Bystrinskaya Mining Company,RU,MATERIALS
PRINTEC L.L.C.,XK,INFORMATION TECHNOLOGY
Group Manchester Airport,GB,INDUSTRIALS
DIPOL'-PROIZVODSTVO,RU,INDUSTRIALS
GROUP METALFRIO SOLUTIONS,BR,INDUSTRIALS
Bock Hungária Ipari és Kereskedelmi,HU,NOT RELEVANT
GROUP EVROLOGISTIK,RU,INDUSTRIALS
Carestone Group GmbH,DE,REAL ESTATE
STECOMTRA Steel Components s.r.o.,CZ,CONSUMER DISCRETIONARY
ZFP CONSTRUCTION S R O,CZ,REAL ESTATE
Casale SA,CH,INDUSTRIALS
OOO URALKRAN,RU,INDUSTRIALS
AVPS GURA URSULUI,RO,INDUSTRIALS
PREMIER FLOORING GROUP SRL,RO,CONSUMER DISCRETIONARY
TOVARYSTVO Z OBMEZHENOYU VIDPO,UA,CONSUMER STAPLES
NADA TRANSPORTI DOO DERVENTA,BA,INDUSTRIALS
MED-TORG OOO,RU,CONSUMER STAPLES
Az Eötvös Téri Sportiskoláért Alapí,HU,NOT RELEVANT
"PP ""ARS-TREID""",UA,CONSUMER STAPLES
SC CONSTRUCTII HIDRO,RO,INDUSTRIALS
"KRONOS TC, a.s.",SK,NOT RELEVANT
OM REKLAMNA AGENCIJA - U STECAJU,RS,NOT RELEVANT
ZAGORSKI METALAC D.O.O.,HR,UTILITIES
INTER-EMINEX SH.P.K.,XK,CONSUMER STAPLES
CENTRO LTD,RU,CONSUMER DISCRETIONARY
"UDOP sprava sluzeb, s.r.o.",CZ,REAL ESTATE
ILMA DOO BIHAC,BA,CONSUMER STAPLES
LAPREMA Trnava s.r.o.,SK,CONSUMER STAPLES
Ichnians'kyy Rayagrokhim,UA,NOT RELEVANT
INES D.O.O.,HR,NOT RELEVANT
"Public company ""KIROVOHRADGRANIT""",UA,NOT RELEVANT
Pécsi Vízmûveket Mûködtetõ és Vagyo,HU,NOT RELEVANT
TST TRANSSERVIS AO,RU,NOT RELEVANT
WORLDWIDE CLINICAL TRIALS D.O.O.,HR,HEALTH CARE
VBA OOO,RU,NOT RELEVANT
SANGATTA HOLDINGS LTD,ID,ENERGY
OBLIVSKII SSPK,RU,NOT RELEVANT
SOCHINSKII MYASOKOMBINAT OAO,RU,CONSUMER STAPLES
IBM Personal Pension Plan,US,FINANCIALS
SNABSERVIS OBSHCHESTVO S OGRANICH,RU,ENERGY
GARDEN CENTER GRUP SRL,RO,INDUSTRIALS
GROUP RusTransServis,RU,INDUSTRIALS
GROUP UNIBEP,BY,INDUSTRIALS
SETRO DOO KRESEVO,BA,NOT RELEVANT
"REAL SERVIS, spol. s r.o.",SK,NOT RELEVANT
SUBGROUP Krasnoe&beloe,RU,CONSUMER STAPLES
Group Autobank,AT,NOT RELEVANT
NOVA AUTÓCENTRUM Kereskedelmi és Sz,HU,CONSUMER DISCRETIONARY
MLADOST AD CUPRIJA - U STECAJU,RS,NOT RELEVANT
DELTA NEKRETNINE drustvo s,HR,FINANCIALS
CORPORATION RUSSKIYE SAMOTSVETY,RU,NOT RELEVANT
CLUJ-NAPOCA ESTATE SRL,RO,NOT RELEVANT
PETROLEO BRASILEIRO SA,BR,NOT RELEVANT
"TOV ""Pivdenmlyn""",UA,CONSUMER STAPLES
OOO RZHD-TEKHNOLOGII,RU,INDUSTRIALS
MLC ELECTRONIC D.O.O.,HR,INDUSTRIALS
EVROTEYK,RU,ENERGY
"PS STAVEBNINY, s. r. o.",SK,INDUSTRIALS
Financial & Risk,US,INFORMATION TECHNOLOGY
Peter Hahn GmbH,AT,NOT RELEVANT
VELES-40 OOO,RU,CONSUMER DISCRETIONARY
National Grid PLC,GB,UTILITIES
Drava Tej Kft.,HU,CONSUMER STAPLES
HELLMA GASTRONOMICKY SERVIS PRAHA S,CZ,CONSUMER STAPLES
"BENU SK 153, a.s.",SK,CONSUMER STAPLES
AGRO BOGIC D.O.O.,RS,CONSUMER STAPLES
TMK RESITA SA,RO,MATERIALS
Nagykanizsa Rózsa út 22. Társasház,HU,FINANCIALS
VYARTSILYA METAL PRODUCT,RU,MATERIALS
EG COMPANY JSC,RU,FINANCIALS
PT Bhumi Sriwijaya Perdana,ID,ENERGY
JSC TALTEK,RU,MATERIALS
MPG DOO SARAJEVO,BA,CONSUMER DISCRETIONARY
LIMITED LIABILITY COMPANY DOMINIK C,UA,CONSUMER STAPLES
VELEPROMET AD PRIJEDOR,BA,NOT RELEVANT
N P T SH  TONI COMERCE,XK,NOT RELEVANT
Summit D&V Autóipari Gyártó és Szer,HU,NOT RELEVANT
Váncza Mihály u. 7. Társasház,HU,FINANCIALS
Sopron Építõk útja 2-3. Társasház,HU,FINANCIALS
B.G.-PHARM U STECAJU,RS,HEALTH CARE
INTER-MEDIC INGATLAN Kft.,HU,FINANCIALS
ORA PETROL SHPK,AL,ENERGY
GROUP ASDM,RU,INDUSTRIALS
PROTON TEHNOLOGIES SRL,RO,NOT RELEVANT
GROUP TELSTILPROMET,HR,CONSUMER DISCRETIONARY
Marubeni Corporation,JP,CONSUMER STAPLES
TRIO ARDECRIJ SRL,RO,ENERGY
REMEX CZ A S,CZ,INDUSTRIALS
"TOV ""Promin Sontsia""",UA,UTILITIES
ROSUKROIL,UA,NOT RELEVANT
Kodolányi u. 2-4 Társasház,HU,FINANCIALS
CASANOVA HOTEL S R O,CZ,FINANCIALS
Group Med-El,AT,HEALTH CARE
GROUP BIVER,RU,INDUSTRIALS
GROUP DOMINO,RU,NOT RELEVANT
I & D TEXTIL SRL,RO,CONSUMER STAPLES
TOV ''Korsun'raiahropostach'',UA,ENERGY
SHANIV PAPER INDUSTRIES LTD,IL,MATERIALS
"LMM, spol. s r.o.",SK,INDUSTRIALS
Egger Retail Products France,FR,MATERIALS
AICHINGER Beton- u. Schotterwerke,AT,INDUSTRIALS
PROMKOMPLEKT OOO,RU,INDUSTRIALS
KEL-FEDER Zártkörûen Mûködõ Részvén,HU,CONSUMER STAPLES
"CRISTAL PALACE Property, s.r.o.",CZ,REAL ESTATE
SRD PORTIC PEROJ,HR,CONSUMER DISCRETIONARY
EDS ROMANIA SRL,RO,INDUSTRIALS
FILIAL AO MSI ZAVOD 50,RU,INDUSTRIALS
ARMPLAST OOO,RU,ENERGY
MONACO DOO BIJELJINA,BA,ENERGY
GROUP CUB INTERNATIONAL,RO,CONSUMER STAPLES
OOO LEMKEN-RUS,RU,INDUSTRIALS
GEMO-FARM,RU,HEALTH CARE
NORDSNAB OOO,RU,CONSUMER STAPLES
50MW Napenergia Korlátolt Felelõssé,HU,UTILITIES
SATROTEC SRL,RO,MATERIALS
ROM WASTE SOLUTIONS SA,RO,INDUSTRIALS
Finges Investment B.V.,NL,NOT RELEVANT
"Szabadegyháza, Thán K. u. 7. társas",HU,FINANCIALS
Consortium 2 Sarl,CZ,COMMUNICATIONS
MARIGONA RESIDENCE SH.P.K.,XK,FINANCIALS
PRESTIGE TOURS INTERNATIONAL SRL,RO,CONSUMER DISCRETIONARY
Csaba Györgyné,HU,NOT RELEVANT
REASIB - DMG LTD,RU,MATERIALS
GALCO SA,RO,NOT RELEVANT
"Drgon Vojtech, Ing., CSc.",SK,NOT RELEVANT
Vale Austria Holdings GmbH,AT,NOT RELEVANT
TOV VIR BETON,UA,NOT RELEVANT
PANONIJA DOO,RS,CONSUMER STAPLES
"TOV ""Ekologiya Ukraina""",UA,NOT RELEVANT
LOGO GRUP OOO,RU,FINANCIALS
FRIEDRICH NAUMANN STIFTUNG URED SNO,DE,NOT RELEVANT
Somló-Zsák Kender-Juta Csomagolóany,HU,NOT RELEVANT
AUTO SABAC 2010 DOO SABAC   - U PR,RS,CONSUMER DISCRETIONARY
FÉMIKSZ HUZAL FELDOLGOZO ÉS SZEGGYÁ,HU,NOT RELEVANT
UNICOM TOP ENERGY SA,RO,NOT RELEVANT
"MarosPub Vendégl.,Ker.és Szolg.Kft.",HU,NOT RELEVANT
AGRO GENERAL PROD SRL,RO,CONSUMER STAPLES
JFE Shoji Trade Corporation,JP,MATERIALS
OOO NOVOTRANS KAPITAL,RU,INDUSTRIALS
ELEGANT INDUSTRIES (L.L.C.),AE,MATERIALS
PrAT UKRAINSKA MIZhBANKIVSKA VALIuT,UA,FINANCIALS
PTITSEFABRIKA SREDNEURALSKAYA OBSHC,RU,CONSUMER STAPLES
Super Noa Kereskedelmi és Szolgálta,HU,NOT RELEVANT
HARANGOD-MAG Kereskedelmi és Szolgá,HU,CONSUMER STAPLES
Gyenes tér 19. Társasház,HU,REAL ESTATE
PRIMAROM EXIM SRL,RO,ENERGY
Kingspref Kereskedelmi és Szolgálta,HU,MATERIALS
"Hodorovsky Frantisek, Ing.",SK,CONSUMER DISCRETIONARY
JAF Global GmbH,AT,MATERIALS
KTZHB OOO,RU,INDUSTRIALS
"BJ'S WHOLESALE CLUB, INC.",US,CONSUMER STAPLES
Diaverum Holding Sarl,DE,HEALTH CARE
OOO ROST TAYM,RU,INDUSTRIALS
GROUP Asset Buyout Partners,NO,ENERGY
TRANSAS MARINE PACIFIC PTE LTD,RU,INDUSTRIALS
ELECTRO MOBILE SRL,RO,CONSUMER DISCRETIONARY
STAL-TRADE,RU,MATERIALS
GROUP Hrono-Partner,UA,CONSUMER STAPLES
Rosch Immopaket GmbH,AT,REAL ESTATE
Szeged Székely sor 15. Társasház,HU,REAL ESTATE
TSOM MOST-1 OOO,RU,MATERIALS
GROUP Element,RU,CONSUMER STAPLES
MAXICOM D.O.O.,SI,NOT RELEVANT
"Druzstvo Agrospol, druzstvo",SK,CONSUMER STAPLES
ÉPITÖIPARI SZÖVETKEZET -V.A.,HU,NOT RELEVANT
PK PRODUKT D.O.O.,RS,NOT RELEVANT
Cabanik Miroslav,SK,NOT RELEVANT
NAGYAPÁTI ÉS TÁRSA KERESKEDELMI  FU,HU,NOT RELEVANT
OOO A-MARKET,RU,CONSUMER DISCRETIONARY
RX shop a.s.,SK,CONSUMER STAPLES
Spolocenstvo Frana Krala 28,SK,CONSUMER DISCRETIONARY
"Vranovska nemocnica, n.o.",SK,HEALTH CARE
PrAT Prestyzh hrup,UA,REAL ESTATE
GROUP Ruskomtrans,RU,INDUSTRIALS
MERKATOR HOLDING,RU,INDUSTRIALS
RAJSKA S R O,CZ,FINANCIALS
UDT-CHELYABINSK OBSHCHESTVO S OGR,RU,CONSUMER DISCRETIONARY
Group Viking Turkey,TR,ENERGY
ARSENAL MOTORS OOO,RU,CONSUMER DISCRETIONARY
TENISKI KLUB SET UDRUZENJE UDRUGA S,BA,CONSUMER DISCRETIONARY
Montin s.r.o.,SK,INDUSTRIALS
Subgroup Brantner Environment,AT,INDUSTRIALS
NOBEL HOLDINGS INVESTMENTS LTD,VG,ENERGY
SPORT-INVEST OOO,RU,CONSUMER DISCRETIONARY
NOVUM JOTA SRL,RO,REAL ESTATE
VELLUTO Kereskedelmi Kft.,HU,CONSUMER STAPLES
Group Bulgarian Energy Holding,BG,UTILITIES
SIEMENS DOO BANJALUKA,BA,INDUSTRIALS
KERS STAR SRL,RO,MATERIALS
ETALON GROUP COMPANY AO,RU,REAL ESTATE
"PSP ""Dukhanivske""",UA,CONSUMER STAPLES
NASA DJECA UDRUZENJE,BA,NOT RELEVANT
Kvasova,AT,NOT RELEVANT
"TOV ""Esarom Ukraine""",UA,CONSUMER STAPLES
GROUP Krafter,RU,INDUSTRIALS
Szeged Vértói út 5. Társasház,HU,REAL ESTATE
SANDERS SH D O O  TEMERIN,RS,CONSUMER STAPLES
IMPACT UDRUZENJE ROMA CAPLJINA,BA,INDUSTRIALS
SEVERNAYA STOLITSA,RU,CONSUMER DISCRETIONARY
AS HOLDING DOO JELAH TESANJ,BA,INDUSTRIALS
SPG Holding GmbH,AT,CONSUMER DISCRETIONARY
OOO URALTREID,RU,INDUSTRIALS
ORIFLAME KOZMETIKA BH DOO SARAJEVO,BA,CONSUMER DISCRETIONARY
UKRZALIZNYTSIA,UA,INDUSTRIALS
Voltia Automotive s. r. o.,SK,CONSUMER DISCRETIONARY
"SVJ J.Horejsiho 2788/8, Znojmo",CZ,REAL ESTATE
SK GRAND-STROI OOO,RU,INDUSTRIALS
STEINEL ELECTRONIC SRL,RO,INDUSTRIALS
TRIDENT SERVICII SI MENTENANTA SA,RO,INFORMATION TECHNOLOGY
LLC WINNER VLADIMIR,RU,MATERIALS
GROUP TRANSPORT DIZAIN,RU,INDUSTRIALS
LLC SCeA Hygiene Products,RU,HEALTH CARE
STEP LOGIC LLC,RU,INFORMATION TECHNOLOGY
ORGANIC LINNEA SRL,RO,HEALTH CARE
TRADING HOUSE STD PETROVICH CO. LTD,RU,CONSUMER DISCRETIONARY
WALDORF TOURS SRL,RO,INDUSTRIALS
GROUP ARENDALS FOSSEKOMPANI ASA,NO,UTILITIES
Piramal Healthcare UK Ltd,GB,HEALTH CARE
Ing. Franz Josef Penz,AT,CONSUMER STAPLES
MEDITRADE spol. s r.o.,CZ,HEALTH CARE
Thurnher Druckerei GmbH,AT,INDUSTRIALS
MEGAS S R O,CZ,INDUSTRIALS
"Albea Slovakia, s.r.o.",SK,CONSUMER STAPLES
GROUP STROIDISKONT,RU,CONSUMER DISCRETIONARY
"MARKET CENTRUM, s. r. o.",SK,CONSUMER STAPLES
FOP TERECHENKO I.N.,UA,CONSUMER STAPLES
SZC-ENSI Szervíz Center Kft.,HU,INDUSTRIALS
GROUP Business Alliance,RU,INDUSTRIALS
KST OOO,RU,CONSUMER DISCRETIONARY
GROUP MEDOVYI DOM,RU,CONSUMER STAPLES
MARTEN OOO,RU,CONSUMER DISCRETIONARY
FOP KULOMZA R.M.,UA,CONSUMER STAPLES
MASO JICIN S R O,CZ,CONSUMER STAPLES
HATD AGRO VIII A S,CZ,CONSUMER STAPLES
Szeged Tabán u. 9. Társasház,HU,REAL ESTATE
ZEKON SP Z O O,PL,MATERIALS
ZHUK,RU,REAL ESTATE
John Harris Graz GmbH,AT,CONSUMER DISCRETIONARY
EUROPRIM SHIPPING SRL,RO,INDUSTRIALS
TOV Zakhid ahroprodukt,UA,CONSUMER STAPLES
CEZAREJA D.O.O.,HR,CONSUMER STAPLES
Swarovski Aktiengesellschaft,LI,CONSUMER DISCRETIONARY
ALTEY OOO,RU,CONSUMER STAPLES
MIROSLAV LEKO,BA,CONSUMER DISCRETIONARY
Pedrano Holding Építõ Kft.,HU,REAL ESTATE
Garden Invest Halas Termelõ és Szol,HU,CONSUMER STAPLES
REMSERVICE SRL,RO,MATERIALS
Rösler Oberflächentechnik GmbH,AT,INDUSTRIALS
Scheucher - Fleisch Gesellschaft m.,AT,CONSUMER STAPLES
Palfinger Platforms GmbH,AT,INDUSTRIALS
B.N.BUSINESS SRL,RO,CONSUMER DISCRETIONARY
"SVJ Dolni 27, Dalovice",CZ,REAL ESTATE
Dejmark spol. s r.o.,SK,INDUSTRIALS
IN-OUT CONSTRUCT SRL,RO,INDUSTRIALS
GemNova Dienstleistungs GmbH,AT,INDUSTRIALS
Familienwohnbau gemeinn. Bau- u.,AT,REAL ESTATE
Commander Services s.r.o.,SK,INFORMATION TECHNOLOGY
IFT LLC,RU,CONSUMER STAPLES
